1.0000000000000757,0,0,0,0
0.0,0,0,0,1
-3.673702316802789e-13,0,0,0,2
0.0,0,0,1,0
0.49999999999988626,0,0,1,1
0.0,0,0,1,2
-3.673702316802789e-13,0,0,2,0
0.0,0,0,2,1
0.37500000000006684,0,0,2,2
0.0,0,1,0,0
4.760006486164367e-13,0,1,0,1
0.0,0,1,0,2
0.4999999999998717,0,1,1,0
0.0,0,1,1,1
1.6441167374044255e-12,0,1,1,2
0.0,0,1,2,0
0.17677669529421214,0,1,2,1
0.0,0,1,2,2
-3.673868409892238e-13,0,2,0,0
0.0,0,2,0,1
-6.985294016424526e-13,0,2,0,2
0.0,0,2,1,0
-1.2567835004814193e-12,0,2,1,1
0.0,0,2,1,2
0.37500000000009115,0,2,2,0
0.0,0,2,2,1
-5.013741362479749e-13,0,2,2,2
0.0,1,0,0,0
0.4999999999998717,1,0,0,1
0.0,1,0,0,2
4.760006486164367e-13,1,0,1,0
0.0,1,0,1,1
0.17677669529421214,1,0,1,2
0.0,1,0,2,0
1.6441167374044255e-12,1,0,2,1
0.0,1,0,2,2
0.49999999999988626,1,1,0,0
0.0,1,1,0,1
-1.256780732263262e-12,1,1,0,2
0.0,1,1,1,0
0.7500000000000185,1,1,1,1
0.0,1,1,1,2
-1.256780732263262e-12,1,1,2,0
0.0,1,1,2,1
0.43749999999240174,1,1,2,2
0.0,1,2,0,0
1.644113969186268e-12,1,2,0,1
0.0,1,2,0,2
0.1767766952942121,1,2,1,0
0.0,1,2,1,1
6.92381189114671e-13,1,2,1,2
0.0,1,2,2,0
0.4374999999995363,1,2,2,1
0.0,1,2,2,2
-3.673868409892238e-13,2,0,0,0
0.0,2,0,0,1
0.37500000000009115,2,0,0,2
0.0,2,0,1,0
-1.2567835004814193e-12,2,0,1,1
0.0,2,0,1,2
-6.985294016424526e-13,2,0,2,0
0.0,2,0,2,1
-5.013741362479749e-13,2,0,2,2
0.0,2,1,0,0
0.1767766952942121,2,1,0,1
0.0,2,1,0,2
1.644113969186268e-12,2,1,1,0
0.0,2,1,1,1
0.4374999999995363,2,1,1,2
0.0,2,1,2,0
6.92381189114671e-13,2,1,2,1
0.0,2,1,2,2
0.37500000000006667,2,2,0,0
0.0,2,2,0,1
-5.013685998116599e-13,2,2,0,2
0.0,2,2,1,0
0.4374999999924019,2,2,1,1
0.0,2,2,1,2
-5.013685998116599e-13,2,2,2,0
0.0,2,2,2,1
0.6406250000000026,2,2,2,2
