nu,u,LL0_Kp_Sdown,LL1_Kp_Sdown,LLm2_Kp_Sdown,LL2_Kp_Sdown,LL0_Km_Sdown,LL1_Km_Sdown,LLm2_Km_Sdown,LL2_Km_Sdown,LL0_Kp_Sup,LL1_Kp_Sup,LLm2_Kp_Sup,LL2_Kp_Sup,LL0_Km_Sup,LL1_Km_Sup,LLm2_Km_Sup,LL2_Km_Sup,fermi_energy
-6,1.0,5.780235403359708,9.20162006205004,-50.26704537052807,55.96529850033417,9.019144282397676,13.18739018371146,-36.58887485208912,61.5304995502018,7.2856354033597075,10.70702006205004,-48.76164537052806,57.47069850033418,10.524544282397676,14.69279018371146,-35.08347485208912,63.03589955020179,-42.67526011130859
-5,1.0,5.973959115292312,9.395343773982646,-50.07332165859546,56.15902221226678,5.312868204201983,8.895688711143924,-49.488804378622575,56.56073855766397,7.479359115292312,10.900743773982647,-48.56792165859546,57.66442221226678,10.33082057046507,14.499066471778852,-35.27719856402173,62.84217583826919,-41.9225601113086
-4,1.0,6.167682827224917,9.589067485915251,-49.87959794666286,56.35274592419939,5.119144492269378,8.70196499921132,-49.68252809055518,56.36701484573137,7.673082827224917,11.09446748591525,-48.37419794666286,57.85814592419939,6.624544492269378,10.207364999211322,-48.17712809055517,57.87241484573137,-21.528991799142897
-3,1.0,6.361406539157523,9.782791197847857,-49.68587423473025,56.54646963613199,-15.77355826200165,-1.888188095220275,-53.3712027999142,52.35210050432077,7.866806539157521,11.288191197847857,-48.18047423473024,58.051869636132,6.430820780336773,10.013641287278714,-48.37085180248778,57.678691133798765,-8.830873178610963
-2,1.0,-14.531112283059697,-0.8071473091876257,-53.31460747069168,52.46835976467555,-15.579834550069046,-1.6944643832876702,-53.1774790879816,52.54582421625337,7.673082827224917,11.09446748591525,-48.37419794666286,57.85814592419939,6.624544492269378,10.207364999211322,-48.17712809055517,57.87241484573137,-8.112788333173684
-1,1.0,-14.337388571127091,-0.61342359725502,-53.12088375875908,52.66208347660815,-15.77355826200165,-1.888188095220275,-53.3712027999142,52.35210050432077,7.866806539157521,11.288191197847857,-48.18047423473024,58.051869636132,-14.26815826200165,-0.3827880952202745,-51.8658027999142,53.857500504320775,-8.078173178610962
0,1.0,-17.055650693720914,-2.385443921131384,-55.46216496637758,50.97739126897759,-18.101358955395863,-5.798399305944415,-59.44305943951624,46.85665187058717,-15.550250693720884,-0.8800439211313906,-53.95676496637754,52.48279126897755,-16.59595895539587,-4.292999305944422,-57.93765943951627,48.36205187058725,-10.674324999832647
1,1.0,-14.337388571127091,-0.61342359725502,-53.12088375875908,52.66208347660815,-26.17052843070407,-17.456081500432592,-57.54207669336086,47.98818085436928,-12.831988571127091,0.8919764027449802,-51.61548375875908,54.16748347660816,-14.26815826200165,-0.3827880952202745,-51.8658027999142,53.857500504320775,-6.722706084191056
2,1.0,-24.928151803783265,-16.375121625091293,-57.41526550010445,48.03080046288135,-25.976804718771465,-17.26235778849999,-57.34835298142825,48.18190456630189,-13.025712283059695,0.6982526908123746,-51.80920747069168,53.97375976467555,-14.074434550069046,-0.1890643832876699,-51.6720790879816,54.05122421625338,-6.607388333173683
3,1.0,-24.734428091850663,-16.181397913158687,-57.22154178817184,48.22452417481394,-26.17052843070407,-17.456081500432592,-57.54207669336086,47.98818085436928,-12.831988571127091,0.8919764027449802,-51.61548375875908,54.16748347660816,-24.66512843070408,-15.950681500432593,-56.03667669336085,49.49358085436928,-5.970006084191056
4,1.0,-24.928151803783265,-16.375121625091293,-57.41526550010445,48.03080046288135,-25.976804718771465,-17.26235778849999,-57.34835298142825,48.18190456630189,-23.422751803783267,-14.869721625091294,-55.90986550010444,49.53620046288135,-24.471404718771467,-15.756957788499989,-55.84295298142825,49.68730456630189,16.580539418895025
5,1.0,-28.93128505789624,-21.01315646956187,-62.38695423746822,35.432890506430304,-25.78308100683886,-17.068634076567385,-57.15462926949564,48.37562827823449,-23.61647551571588,-15.063445337023897,-56.10358921203704,49.34247675094874,-24.27768100683886,-15.563234076567383,-55.64922926949564,49.88102827823449,41.90425939233239
6,1.0,-29.12500876982884,-21.20688018149448,-62.58067794940082,35.2391667944977,-25.589357294906257,-16.87491036463478,-56.960905557563045,48.56935199016709,-27.619608769828844,-19.701480181494475,-61.07527794940082,36.7445667944977,-24.08395729490626,-15.36951036463478,-55.45550555756304,50.07475199016709,42.6569593923324
